colorstamp,depthstamp,irstamp,gtstamp
colorstamp,depthstamp,irstamp,gtstamp
colorstamp,depthstamp,irstamp,gtstamp
colorstamp,depthstamp,irstamp,gtstamp
1556356276.119658224,1556356276.123800508,1556356276.112177498,
1556356276.153172962,1556356276.157162897,1556356276.163210883,
1556356276.220204823,1556356276.223901979,1556356276.212176137,
1556356276.253720991,1556356276.257271044,1556356276.262214037,
1556356276.320754282,1556356276.324010126,1556356276.312184352,
1556356276.354270212,1556356276.357378952,1556356276.362204634,
1556356276.421302311,1556356276.424144022,1556356276.412182668,
1556356276.454833977,1556356276.457531921,1556356276.462372292,
1556356276.521874659,1556356276.524274342,1556356276.512302796,
1556356276.555401318,1556356276.557656519,1556356276.562352616,
1556356276.622433416,1556356276.624496929,1556356276.612553318,
1556356276.655949347,1556356276.657865993,1556356276.662177591,
1556356276.722989075,1556356276.724597208,1556356276.712174242,
1556356276.756497375,1556356276.757966272,1556356276.762355215,
1556356276.823510878,1556356276.824704163,1556356276.812184940,
1556356276.856998436,1556356276.858074181,1556356276.862238261,
1556356276.924012892,1556356276.924813263,1556356276.912178092,
1556356276.957521908,1556356276.958181135,1556356276.962296268,
1556356277.024551622,1556356277.024920218,1556356277.012174929,
1556356277.058067791,1556356277.058289282,1556356277.062180627,
1556356277.125099651,1556356277.124882690,1556356277.112176388,
1556356277.158617727,1556356277.158254377,1556356277.162197324,
1556356277.225649826,1556356277.224989645,1556356277.212181328,
1556356277.259383194,1556356277.258343689,1556356277.263267308,
1556356277.326560966,1556356277.325022690,1556356277.312177487,
1556356277.360192053,1556356277.358391754,1556356277.362183341,
1556356277.427398912,1556356277.425124161,1556356277.412179416,
1556356277.461250536,1556356277.458493225,1556356277.463532925,
1556356277.528282635,1556356277.525232307,1556356277.512176401,
1556356277.561966888,1556356277.558607571,1556356277.563036906,
1556356277.628830664,1556356277.625353329,1556356277.612174353,
1556356277.662346594,1556356277.658715717,1556356277.662664278,
1556356277.729472153,1556356277.725461237,1556356277.712176349,
1556356277.763062946,1556356277.758830301,1556356277.762233806,
1556356277.796771996,1556356277.792200319,1556356277.812180314,
1556356277.863872282,1556356277.858938210,1556356277.862196250,
1556356277.897532932,1556356277.892316572,1556356277.912175948,
1556356277.965413324,1556356277.959046356,1556356277.962276777,
1556356277.998929493,1556356277.992415182,1556356278.012186711,
1556356278.066087477,1556356278.059143536,1556356278.062178067,
1556356278.099603645,1556356278.092512123,1556356278.112197463,
1556356278.166509382,1556356278.159250013,1556356278.162175515,
1556356278.200025312,1556356278.192615501,1556356278.212174689,
1556356278.266967051,1556356278.259351007,1556356278.262177855,
1556356278.300040714,1556356278.292703621,1556356278.312190375,
1556356278.367049925,1556356278.359456293,1556356278.362193720,
1556356278.399579994,1556356278.392811768,1556356278.412184712,
1556356278.466344349,1556356278.459550611,1556356278.462178685,
1556356278.500128023,1556356278.492919676,1556356278.512175981,
1556356278.567126982,1556356278.559671394,1556356278.562517985,
1556356278.600676052,1556356278.593041174,1556356278.612223531,
1556356278.667708151,1556356278.659789078,1556356278.662331940,
1556356278.702278368,1556356278.693289511,1556356278.712165817,
1556356278.769310228,1556356278.760028355,1556356278.762439858,
1556356278.802826397,1556356278.793397419,1556356278.812180318,
1556356278.868770830,1556356278.860136501,1556356278.864086590,
1556356278.902286999,1556356278.893505327,1556356278.913424458,
1556356278.969318859,1556356278.960352652,1556356278.962191444,
1556356279.002784483,1556356278.993613474,1556356279.012263549,
1556356279.069756262,1556356279.060339682,1556356279.062191944,
1556356279.103250973,1556356279.093637697,1556356279.112208111,
1556356279.170127384,1556356279.160345070,1556356279.162181668,
1556356279.203643314,1556356279.193713896,1556356279.212222875,
1556356279.270675413,1556356279.260434381,1556356279.262240149,
1556356279.304368250,1556356279.293803446,1556356279.312220663,
1556356279.371785872,1556356279.360787861,1556356279.362207184,
1556356279.405301802,1556356279.394157879,1556356279.412184389,
1556356279.471948378,1556356279.460896008,1556356279.462192407,
1556356279.505464308,1556356279.494272463,1556356279.512182765,
1556356279.572881691,1556356279.561011545,1556356279.562192935,
1556356279.606397860,1556356279.594380610,1556356279.612176032,
1556356279.672822229,1556356279.661119453,1556356279.662268110,
1556356279.705900185,1556356279.694250338,1556356279.712177588,
1556356279.772932045,1556356279.760988466,1556356279.762701949,
1556356279.806448214,1556356279.794348948,1556356279.813301724,
1556356279.873448841,1556356279.860975258,1556356279.862230371,
1556356279.906964771,1556356279.894343607,1556356279.912193681,
1556356279.974110834,1556356279.961075298,1556356279.962191202,
1556356280.007871143,1556356279.994442455,1556356280.012176313,
1556356280.074903242,1556356280.061179153,1556356280.062205331,
1556356280.108453266,1556356280.094526045,1556356280.112179243,
1556356280.176589243,1556356280.161264174,1556356280.162744175,
1556356280.310653202,1556356280.294765465,1556356280.312179608,
1556356280.377685301,1556356280.361552708,1556356280.362502732,
1556356280.411201231,1556356280.394921534,1556356280.412174601,
1556356280.477799170,1556356280.461660616,1556356280.463523964,
1556356280.511315338,1556356280.495029680,1556356280.512178833,
1556356280.544831268,1556356280.561767570,1556356280.562351365,
1556356280.611618988,1556356280.595137589,1556356280.612182594,
1556356280.645134918,1556356280.661831133,1556356280.662192450,
1556356280.712218039,1556356280.695185892,1556356280.712313778,
1556356280.745734207,1556356280.761909239,1556356280.763629319,
1556356280.812714808,1556356280.795278303,1556356280.812188847,
1556356280.845869772,1556356280.862017147,1556356280.862927373,
1556356280.912901632,1556356280.895387880,1556356280.912170168,
1556356280.946417801,1556356280.962140076,1556356280.962186902,
1556356281.013224356,1556356280.995518915,1556356281.012248979,
1556356281.046633236,1556356281.062256805,1556356281.062181239,
1556356281.113621227,1556356281.095625870,1556356281.112177782,
1556356281.147124998,1556356281.162366144,1556356281.162179118,
1556356281.214028351,1556356281.195735209,1556356281.212175743,
1556356281.247544281,1556356281.262474291,1556356281.262176820,
1556356281.314646475,1556356281.329210751,1556356281.312380709,
1556356281.348162405,1556356281.362579815,1556356281.362178345,
1556356281.415265314,1556356281.429313890,1556356281.412296596,
1556356281.448794834,1556356281.462682716,1556356281.462465978,
1556356281.515826694,1556356281.529416077,1556356281.512288489,
1556356281.549342863,1556356281.562785141,1556356281.562961836,
1556356281.616346113,1556356281.629523031,1556356281.612175410,
1556356281.649862282,1556356281.662893049,1556356281.662177377,
1556356281.716894142,1556356281.729663841,1556356281.712178187,
1556356281.750336401,1556356281.763034813,1556356281.762219519,
1556356281.817262880,1556356281.829954140,1556356281.812233396,
1556356281.850770943,1556356281.863650791,1556356281.862237658,
1556356281.917803041,1556356281.930573217,1556356281.912218844,
1556356281.951318972,1556356281.963876955,1556356281.962211417,
1556356282.018358938,1556356282.030680410,1556356282.012252781,
1556356282.051880829,1556356282.063984863,1556356282.063853401,
1556356282.118939392,1556356282.130931370,1556356282.112198515,
1556356282.152468674,1556356282.164092056,1556356282.162651396,
1556356282.219522230,1556356282.230730288,1556356282.212176788,
1556356282.253016703,1556356282.264081709,1556356282.262271125,
1556356282.320048801,1556356282.330774538,1556356282.312308720,
1556356282.353564732,1556356282.363823168,1556356282.362177504,
1556356282.420596592,1556356282.430505030,1556356282.412176054,
1556356282.454016439,1556356282.463848345,1556356282.462176390,
1556356282.521038048,1556356282.530551188,1556356282.512198924,
1556356282.554476492,1556356282.563920252,1556356282.562189331,
1556356282.621508352,1556356282.630641691,1556356282.612182793,
1556356282.655024282,1556356282.664028160,1556356282.662176186,
1556356282.722056381,1556356282.730749599,1556356282.712177477,
1556356282.755582325,1556356282.764024727,1556356282.762181572,
1556356282.822632544,1556356282.830749743,1556356282.812176396,
1556356282.856136553,1556356282.864132635,1556356282.862176231,
1556356282.923180573,1556356282.930896036,1556356282.912184535,
1556356282.956710093,1556356282.964239590,1556356282.962187159,
1556356283.023742191,1556356283.030965797,1556356283.012176888,
1556356283.057258121,1556356283.064283602,1556356283.062175229,
1556356283.124290220,1556356283.131066315,1556356283.112177078,
1556356283.157792561,1556356283.164391510,1556356283.162180508,
1556356283.224784128,1556356283.231129639,1556356283.212174654,
1556356283.258285753,1556356283.264541857,1556356283.262176041,
1556356283.291774742,1556356283.297912352,1556356283.312179641,
1556356283.358806841,1556356283.364650480,1556356283.362618379,
1556356283.392322771,1556356283.398020498,1556356283.412175954,
1556356283.459354631,1556356283.464759819,1556356283.462186250,
1556356283.492870800,1556356283.498128883,1556356283.512175145,
1556356283.559920303,1556356283.564873211,1556356283.565315581,
1556356283.593436472,1556356283.598242275,1556356283.612178302,
1556356283.660458557,1556356283.664981358,1556356283.662178064,
1556356283.693974726,1556356283.698386423,1556356283.712179342,
1556356283.761016361,1556356283.765478365,1556356283.762192425,
1556356283.794532291,1556356283.798988811,1556356283.812195140,
1556356283.861671679,1556356283.865726702,1556356283.862213102,
1556356283.895187609,1556356283.899095766,1556356283.912185881,
1556356283.962238066,1556356283.965834848,1556356283.962177976,
1556356283.995749228,1556356283.999203913,1556356284.012179670,
1556356284.062709801,1556356284.066243164,1556356284.062246437,
1556356284.096225731,1556356284.099612228,1556356284.112174046,
1556356284.163329355,1556356284.166350119,1556356284.162241667,
1556356284.196850054,1556356284.199720137,1556356284.212180274,
1556356284.264011137,1556356284.266401999,1556356284.262490498,
1556356284.297527306,1556356284.299771063,1556356284.312175260,
1556356284.364633076,1556356284.366470806,1556356284.362196043,
1556356284.398149244,1556356284.399878971,1556356284.412176148,
1556356284.465181105,1556356284.466514580,1556356284.462176157,
1556356284.498697273,1556356284.499883406,1556356284.512292795,
1556356284.565849773,1556356284.566156857,1556356284.562181545,
1556356284.599535696,1556356284.599313013,1556356284.612179691,
1556356284.666397802,1556356284.666028015,1556356284.662264439,
1556356284.700083725,1556356284.699278824,1556356284.712178051,
1556356284.767115824,1556356284.765986435,1556356284.762186323,
1556356284.800974123,1556356284.799355261,1556356284.812260491,
1556356284.868085854,1556356284.866233818,1556356284.862177228,
1556356284.901734344,1556356284.899602882,1556356284.912178299,
1556356284.968844168,1556356284.966340773,1556356284.962621733,
1556356285.002360098,1556356284.999710791,1556356285.012177736,
1556356285.069469683,1556356285.066448681,1556356285.062944320,
1556356285.102985613,1556356285.100038521,1556356285.112181326,
1556356285.170017473,1556356285.166556828,1556356285.162179009,
1556356285.203456156,1556356285.199925892,1556356285.212184742,
1556356285.270649187,1556356285.266664736,1556356285.262221646,
1556356285.304165356,1556356285.299965851,1556356285.312205579,
1556356285.370973103,1556356285.366671078,1556356285.362218433,
1556356285.404489033,1556356285.400039188,1556356285.412321832,
1556356285.471468679,1556356285.466725580,1556356285.462227880,
1556356285.505037062,1556356285.500089161,1556356285.512445765,
1556356285.572100632,1556356285.566828005,1556356285.562231578,
1556356285.605616562,1556356285.600197069,1556356285.612182410,
1556356285.672648661,1556356285.666941635,1556356285.662259036,
1556356285.706588737,1556356285.700310461,1556356285.712183418,
1556356285.773112766,1556356285.767070524,1556356285.762190769,
1556356285.806628696,1556356285.800449602,1556356285.812178443,
1556356285.873268835,1556356285.867187492,1556356285.862205123,
1556356285.906784765,1556356285.900556557,1556356285.912177273,
1556356285.973816626,1556356285.967336885,1556356285.962185816,
1556356286.006972067,1556356286.000714533,1556356286.012174889,
1556356286.073801510,1556356286.067453615,1556356286.062177303,
1556356286.107122890,1556356286.100813858,1556356286.112174799,
1556356286.174154751,1556356286.167560570,1556356286.162178043,
1556356286.207642786,1556356286.200930588,1556356286.212208141,
1556356286.274674885,1556356286.267659895,1556356286.262230004,
1556356286.308218710,1556356286.301122658,1556356286.312176702,
1556356286.375297777,1556356286.367895119,1556356286.362204403,
1556356286.409348242,1556356286.401355736,1556356286.412186799,
1556356286.476380341,1556356286.468094580,1556356286.462178416,
1556356286.509896271,1556356286.501463644,1556356286.512176747,
1556356286.576928370,1556356286.568205587,1556356286.562186774,
